Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1555,20,RL,100.0,15263,Pave,IR1,Lvl,3,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,HdBoard,HdBoard,90.0,2,TA,CBlock,4,3,No,3,766.0,1,0.0,656.0,1422.0,GasA,3,Y,SBrkr,1675,0,0,1675,0.0,0.0,2,0,3,1,2,8,7,2,Attchd,1959.0,1,1.0,365.0,3,3,2,0,132,0,0,0,0,0,May,2010,WD,Normal
1556,50,RL,72.0,10632,Pave,IR1,Lvl,3,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,3,1917,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,TA,BrkTil,4,2,No,1,0.0,1,0.0,689.0,689.0,GasA,3,N,SBrkr,725,499,0,1224,0.0,0.0,1,1,3,1,2,6,4,0,Detchd,1917.0,1,1.0,180.0,2,2,0,0,0,248,0,0,0,0,Jan,2010,COD,Normal
1557,190,RL,60.0,9900,Pave,Reg,Lvl,3,Inside,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,5,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Shng,0.0,1,Fa,BrkTil,3,3,No,3,1026.0,1,0.0,186.0,1212.0,GasA,2,N,SBrkr,1212,180,0,1392,1.0,0.0,1,0,3,1,2,6,7,0,Attchd,2005.0,1,0.0,0.0,3,3,0,0,0,168,0,0,0,0,Feb,2010,ConLD,Normal
1558,50,RL,65.0,6001,Pave,IR1,Bnk,3,Inside,Mod,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,0.0,2,TA,CBlock,2,3,No,2,368.0,1,0.0,232.0,600.0,GasA,4,N,SBrkr,600,319,0,919,0.0,0.0,1,0,3,1,2,5,7,0,Detchd,1940.0,1,1.0,231.0,3,3,2,0,0,45,0,0,0,0,Mar,2010,WD,Normal
1559,70,C (all),67.20569280343716,6449,Pave,IR1,Lvl,3,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,4,1,1907,1950,Gambrel,CompShg,Wd Sdng,Stucco,0.0,2,TA,CBlock,3,3,No,3,73.0,1,0.0,634.0,707.0,GasW,2,N,SBrkr,942,942,0,1884,0.0,0.0,1,1,4,1,2,7,7,0,Attchd,2005.0,1,0.0,0.0,3,3,0,0,0,239,0,0,0,0,Mar,2010,WD,Abnorml
1560,190,RH,60.0,6048,Pave,Reg,Lvl,3,Corner,Gtl,SWISU,Artery,Norm,2fmCon,1.5Fin,5,7,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,Gd,BrkTil,3,3,Mn,2,736.0,1,0.0,120.0,856.0,GasA,3,Y,SBrkr,936,744,0,1680,1.0,0.0,2,0,2,2,2,7,7,1,Detchd,1910.0,1,2.0,450.0,3,2,1,56,144,0,0,0,0,0,Jun,2010,COD,Normal
1561,90,RL,72.0,10773,Pave,Reg,Lvl,3,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,3,1967,1967,Gable,Tar&Grv,Plywood,Plywood,72.0,1,Fa,CBlock,3,3,No,5,704.0,1,0.0,1128.0,1832.0,GasA,2,N,SBrkr,1832,0,0,1832,2.0,0.0,2,0,4,2,2,8,7,0,Attchd,2005.0,1,0.0,0.0,3,3,2,0,58,0,0,0,0,0,May,2010,WD,Normal
1562,20,RL,65.0,7800,Pave,Reg,Lvl,3,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,2008,Hip,CompShg,HdBoard,HdBoard,47.0,2,TA,CBlock,3,3,Mn,4,240.0,3,474.0,150.0,864.0,GasA,4,Y,SBrkr,892,0,0,892,1.0,0.0,1,0,3,1,3,5,7,0,Detchd,1966.0,1,1.0,416.0,3,3,2,0,0,0,0,0,0,0,Jun,2010,WD,Normal
1563,20,RL,65.0,7832,Pave,Reg,Lvl,3,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,0.0,2,TA,CBlock,-1,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,GasA,4,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,2,4,7,0,Detchd,1969.0,1,1.0,280.0,3,3,2,226,0,0,0,0,0,0,May,2010,WD,Normal
1564,90,RL,67.20569280343716,7424,Pave,IR1,Lvl,3,Inside,Gtl,Sawyer,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,0.0,2,TA,CBlock,4,3,Av,6,1319.0,1,0.0,0.0,1319.0,GasA,2,Y,SBrkr,1373,0,0,1373,1.0,0.0,1,0,3,1,2,5,7,2,Attchd,1978.0,3,2.0,591.0,3,3,2,0,0,0,0,0,0,0,May,2010,WD,Normal
1565,60,RL,86.0,11227,Pave,Reg,Lvl,3,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,0.0,2,Gd,CBlock,3,4,No,3,267.0,5,453.0,0.0,720.0,GasA,4,Y,SBrkr,720,720,0,1440,0.0,0.0,1,1,4,1,2,7,7,2,Attchd,1968.0,1,2.0,480.0,3,3,2,192,38,0,0,0,0,0,Mar,2010,WD,Normal
1566,20,RL,67.20569280343716,20062,Pave,IR1,Low,3,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,3,Gd,CBlock,4,3,Gd,5,1092.0,1,0.0,328.0,1420.0,GasA,3,Y,SBrkr,1483,0,0,1483,1.0,0.0,1,1,1,1,2,4,7,2,Attchd,1977.0,2,2.0,690.0,3,3,2,496,0,0,0,0,0,0,Apr,2010,WD,Normal
1567,30,RL,94.0,9259,Pave,Reg,Lvl,3,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1927,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,TA,BrkTil,2,3,No,1,0.0,1,0.0,660.0,660.0,GasA,2,N,SBrkr,756,0,0,756,0.0,0.0,1,0,2,1,2,4,7,0,Detchd,1945.0,1,2.0,440.0,3,3,0,80,0,0,0,0,0,0,Jun,2010,WD,Normal
1568,60,RL,56.7752808988764,17082,Pave,IR1,Low,3,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,6,5,1978,1992,Gable,CompShg,VinylSd,VinylSd,288.0,2,TA,PConc,4,3,Av,5,964.0,1,0.0,153.0,1117.0,GasA,4,Y,SBrkr,1117,864,0,1981,1.0,0.0,2,1,4,1,3,8,7,1,Attchd,1978.0,3,2.0,522.0,3,3,2,336,104,0,0,0,0,0,May,2010,WD,Normal
1569,50,RL,124.0,18600,Pave,Reg,Lvl,3,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,3,4,1938,1990,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,TA,CBlock,3,3,Mn,4,288.0,2,684.0,0.0,972.0,GasA,2,Y,FuseA,1052,558,0,1610,0.0,1.0,2,0,4,1,1,8,7,1,Attchd,1938.0,2,1.0,480.0,3,3,2,0,0,60,0,0,0,450,Jun,2010,WD,Normal
1570,20,RL,65.0,11479,Pave,Reg,Lvl,3,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,1987,Gable,CompShg,Wd Sdng,Plywood,0.0,2,TA,CBlock,3,3,No,6,104.0,3,387.0,172.0,663.0,GasA,4,Y,SBrkr,1074,0,0,1074,1.0,0.0,1,0,3,1,3,6,7,1,Attchd,1987.0,1,1.0,467.0,3,3,2,0,52,52,0,0,0,0,Jun,2010,WD,Normal
1571,50,RL,50.0,9350,Pave,Reg,Bnk,3,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1947,1979,Gable,CompShg,WdShing,Wd Shng,0.0,2,TA,CBlock,3,2,No,2,192.0,1,0.0,564.0,756.0,GasA,4,Y,SBrkr,1169,0,362,1531,0.0,0.0,1,0,3,1,2,8,7,1,Detchd,1947.0,1,1.0,209.0,2,3,2,0,0,0,0,0,0,0,Jun,2010,WD,Normal
1572,20,RL,75.0,9525,Pave,Reg,Lvl,3,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1954,1998,Gable,CompShg,WdShing,Wd Shng,0.0,2,TA,CBlock,3,3,Av,4,954.0,1,0.0,218.0,1172.0,GasA,2,Y,SBrkr,1172,0,0,1172,1.0,0.0,1,0,3,1,2,5,7,0,Attchd,1954.0,3,1.0,366.0,3,3,2,240,0,0,0,0,0,0,Jun,2010,WD,Normal
1573,20,RL,44.0,17485,Pave,IR2,Lvl,3,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,96.0,3,TA,PConc,4,3,Gd,6,1346.0,1,0.0,162.0,1508.0,GasA,4,Y,SBrkr,1508,0,0,1508,1.0,0.0,1,0,1,1,3,5,7,2,Attchd,2009.0,2,2.0,572.0,3,3,2,0,0,0,0,0,0,0,Jan,2010,Con,Partial
1574,20,RL,56.7752808988764,11200,Pave,IR1,Lvl,3,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,Fa,CBlock,3,3,Mn,1,0.0,1,0.0,1250.0,1250.0,GasA,4,Y,SBrkr,1298,0,0,1298,0.0,0.0,2,0,3,1,2,5,7,0,Detchd,1964.0,1,2.0,504.0,3,2,0,0,144,0,0,0,0,0,Jun,2010,COD,Normal
1575,20,RL,83.0,11980,Pave,Reg,Low,3,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,7,5,1987,1987,Gable,CompShg,Plywood,Plywood,177.0,3,TA,CBlock,4,3,Gd,6,1433.0,1,0.0,0.0,1433.0,GasA,4,Y,SBrkr,1433,0,0,1433,1.0,0.0,1,1,1,1,3,4,7,2,Attchd,1987.0,2,2.0,528.0,4,4,2,0,278,0,0,266,0,0,Jun,2010,WD,Normal
1576,60,RL,87.0,12361,Pave,IR1,Lvl,3,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,85.0,3,Gd,PConc,4,3,No,6,860.0,1,0.0,86.0,946.0,GasA,4,Y,SBrkr,964,838,0,1802,0.0,1.0,2,1,3,1,3,8,7,1,2Types,2000.0,2,4.0,1017.0,3,3,2,450,92,0,0,0,0,0,May,2010,WD,Normal
1577,20,RL,64.0,7360,Pave,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2010,2010,Gable,CompShg,VinylSd,VinylSd,80.0,3,TA,PConc,4,3,No,6,24.0,1,0.0,1198.0,1222.0,GasA,4,Y,SBrkr,1222,0,0,1222,0.0,0.0,2,0,2,1,3,6,7,0,Attchd,2009.0,2,2.0,615.0,3,3,2,0,54,0,0,0,0,0,Mar,2010,WD,Normal
1578,50,RL,82.0,14235,Pave,IR1,Lvl,3,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,Wd Sdng,Plywood,0.0,2,TA,PConc,2,4,No,1,0.0,1,0.0,676.0,676.0,GasA,2,Y,SBrkr,831,614,0,1445,0.0,0.0,2,0,3,1,2,6,7,0,Detchd,1957.0,1,2.0,484.0,3,3,0,0,59,0,0,0,0,0,Mar,2010,WD,Normal
1579,85,RL,82.0,11105,Pave,Reg,Lvl,3,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,0.0,2,Gd,PConc,4,2,Av,6,870.0,1,0.0,0.0,870.0,GasA,3,Y,SBrkr,965,0,0,965,1.0,0.0,1,0,2,1,2,4,7,0,Attchd,1998.0,1,2.0,580.0,4,3,2,71,0,0,0,0,0,0,Jul,2010,WD,Normal
1580,60,RL,67.20569280343716,9337,Pave,IR1,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,0.0,2,TA,PConc,4,3,No,5,353.0,1,0.0,525.0,878.0,GasA,4,Y,SBrkr,892,800,0,1692,0.0,0.0,2,1,3,1,2,8,7,1,Attchd,1997.0,2,2.0,513.0,3,3,2,0,39,0,0,0,0,0,Apr,2010,WD,Normal
1581,20,RL,38.0,15240,Pave,IR1,Lvl,3,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1977,2004,Gable,CompShg,CemntBd,CmentBd,0.0,3,Gd,CBlock,4,3,No,6,198.0,3,688.0,140.0,1026.0,GasA,4,Y,SBrkr,1026,0,0,1026,1.0,0.0,1,1,3,1,2,5,7,0,Attchd,1977.0,1,1.0,308.0,3,3,2,316,85,0,0,0,0,0,Jun,2010,WD,Normal
1582,20,RL,68.0,7480,Pave,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,TA,CBlock,3,3,Av,5,480.0,1,0.0,396.0,876.0,GasA,2,Y,SBrkr,876,0,0,876,1.0,0.0,1,0,3,1,2,5,7,0,Detchd,1977.0,1,2.0,484.0,3,3,2,0,0,0,0,0,0,0,Jun,2010,WD,Normal
1583,20,RL,80.0,10389,Pave,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,CemntBd,CmentBd,320.0,3,TA,PConc,4,3,No,6,1682.0,1,0.0,296.0,1978.0,GasA,4,Y,SBrkr,1978,0,0,1978,1.0,0.0,2,1,3,1,3,8,7,1,Attchd,2003.0,2,3.0,850.0,3,3,2,188,25,0,0,0,0,0,May,2010,WD,Normal
1584,60,RL,75.0,9375,Pave,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,0.0,3,TA,PConc,4,3,No,1,0.0,1,0.0,1040.0,1040.0,GasA,4,Y,SBrkr,1044,1054,0,2098,0.0,0.0,2,1,4,1,3,9,7,1,Attchd,1997.0,3,2.0,621.0,3,3,2,331,38,0,0,0,0,0,Apr,2010,WD,Normal
1585,120,RM,67.20569280343716,4435,Pave,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,170.0,3,TA,PConc,4,3,Av,6,672.0,1,0.0,176.0,848.0,GasA,4,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,3,4,7,0,Attchd,2003.0,3,2.0,420.0,3,3,2,140,0,0,0,0,0,0,Apr,2010,WD,Normal
1586,30,RL,67.0,8777,Pave,Reg,Lvl,3,Inside,Mod,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,2007,Gable,CompShg,VinylSd,VinylSd,0.0,2,Gd,CBlock,-1,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,GasA,2,N,SBrkr,640,0,0,640,0.0,0.0,1,0,2,1,2,5,6,0,Detchd,1945.0,1,1.0,240.0,3,3,0,0,0,0,0,0,0,0,Apr,2010,ConLD,Normal
1587,20,RL,68.0,8842,Pave,Reg,Lvl,3,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,VinylSd,VinylSd,0.0,2,Gd,CBlock,2,3,No,1,0.0,1,0.0,381.0,381.0,GasA,4,Y,SBrkr,992,0,0,992,0.0,0.0,1,0,3,1,2,6,7,0,Detchd,1954.0,1,1.0,319.0,3,3,2,60,0,56,0,0,0,0,Jan,2010,Oth,Abnorml
1588,20,RL,60.0,10044,Pave,IR1,Low,3,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,0.0,2,TA,CBlock,4,3,Gd,5,1070.0,1,0.0,126.0,1196.0,GasA,2,Y,SBrkr,1196,0,0,1196,1.0,0.0,1,0,3,1,2,6,7,0,Attchd,1968.0,2,1.0,336.0,3,3,2,257,0,168,0,0,0,0,Jun,2010,WD,Normal
1589,50,RL,89.0,11792,Pave,Reg,Lvl,3,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,0.0,2,TA,CBlock,3,3,No,1,0.0,1,0.0,744.0,744.0,GasA,4,N,FuseF,792,328,0,1120,0.0,0.0,1,0,2,1,1,5,7,0,Detchd,1956.0,1,2.0,480.0,3,2,1,0,0,0,0,160,0,0,Jun,2010,WD,Abnorml
1590,80,RL,65.0,6305,Pave,Reg,Lvl,3,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1975,1975,Gable,CompShg,Plywood,Plywood,0.0,2,TA,CBlock,3,3,Av,5,528.0,1,0.0,480.0,1008.0,GasA,2,Y,SBrkr,1096,0,0,1096,1.0,0.0,1,0,3,1,2,5,7,1,Detchd,1975.0,1,1.0,352.0,3,3,2,0,0,0,0,0,0,0,Jun,2010,WD,Normal
1591,20,RL,64.0,6410,Pave,Reg,HLS,3,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1958,Hip,CompShg,WdShing,Wd Shng,0.0,2,TA,CBlock,3,3,No,1,0.0,1,0.0,960.0,960.0,GasA,4,Y,SBrkr,960,0,0,960,0.0,0.0,1,0,3,1,2,5,7,0,Attchd,2005.0,1,0.0,0.0,3,3,2,0,0,0,0,0,0,0,May,2010,WD,Normal
1592,30,RL,67.0,4853,Pave,Reg,Bnk,3,Inside,Gtl,SWISU,Artery,Norm,1Fam,1Story,5,6,1924,1999,Gable,CompShg,MetalSd,VinylSd,203.0,2,TA,BrkTil,3,3,Mn,3,133.0,1,0.0,974.0,1107.0,GasA,1,N,FuseA,1296,0,0,1296,0.0,0.0,2,0,2,1,1,5,7,1,Detchd,1979.0,1,1.0,260.0,3,3,2,0,0,36,0,0,0,0,May,2010,WD,Normal
1593,30,RL,82.69041769041769,7890,Pave,Reg,Lvl,3,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,TA,CBlock,3,3,No,3,238.0,1,0.0,618.0,856.0,GasA,2,Y,SBrkr,856,0,0,856,1.0,0.0,1,0,2,1,2,4,7,1,Detchd,1939.0,1,2.0,399.0,3,3,2,0,0,0,0,166,0,0,Mar,2010,WD,Normal
1594,90,RH,60.0,7200,Pave,Reg,Lvl,3,Inside,Gtl,SWISU,Norm,Norm,Duplex,2Story,4,6,1967,1967,Flat,Tar&Grv,Plywood,CBlock,0.0,2,TA,Slab,-1,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,GasA,2,Y,SBrkr,862,1788,0,2650,0.0,0.0,3,0,6,2,2,10,5,0,Attchd,2005.0,1,0.0,0.0,3,3,2,0,0,0,0,0,0,500,Feb,2010,WD,Normal
1595,50,RL,51.0,9839,Pave,Reg,Lvl,3,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,2,1931,1950,Gable,CompShg,VinylSd,VinylSd,0.0,2,TA,PConc,3,2,No,1,0.0,1,0.0,894.0,894.0,GasA,4,Y,SBrkr,894,772,0,1666,1.0,0.0,1,0,3,1,2,7,7,1,Attchd,2005.0,1,0.0,0.0,3,3,0,0,156,0,0,0,0,0,May,2010,WD,Normal
1596,50,RL,78.0,10452,Pave,IR1,Lvl,3,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,6,1941,1985,Gable,CompShg,Wd Sdng,Wd Sdng,371.0,3,Gd,BrkTil,4,3,No,5,426.0,4,252.0,850.0,1528.0,GasA,4,Y,SBrkr,1225,908,0,2133,1.0,0.0,1,1,4,1,2,8,7,2,Attchd,1941.0,1,1.0,312.0,3,3,2,0,0,86,0,0,0,0,Jul,2010,WD,Normal
1597,90,RL,78.0,15600,Pave,Reg,Lvl,3,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1950,1991,Gable,CompShg,VinylSd,VinylSd,430.0,2,Gd,CBlock,3,3,No,5,375.0,1,0.0,657.0,1032.0,GasA,4,Y,SBrkr,1102,1075,0,2177,0.0,0.0,2,1,5,2,2,11,7,0,Detchd,1950.0,1,2.0,484.0,3,3,2,0,0,0,0,0,0,0,Mar,2010,WD,Normal
1598,80,RL,85.0,19645,Pave,IR1,Lvl,3,FR2,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,7,6,1994,2007,Gable,CompShg,VinylSd,VinylSd,44.0,2,TA,PConc,4,3,No,6,343.0,1,0.0,80.0,423.0,GasA,4,Y,SBrkr,896,756,0,1652,1.0,0.0,2,1,3,1,3,6,7,0,BuiltIn,1994.0,2,2.0,473.0,3,3,2,0,0,0,0,0,0,0,Jun,2010,WD,Normal
1599,120,RM,35.0,3907,Pave,IR1,HLS,3,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,6,1989,1989,Gable,CompShg,HdBoard,HdBoard,0.0,3,TA,CBlock,4,3,Gd,6,747.0,1,0.0,235.0,982.0,GasA,3,Y,SBrkr,1034,0,0,1034,1.0,0.0,1,0,1,1,3,4,7,1,Attchd,1989.0,3,2.0,598.0,3,3,2,141,36,0,0,0,0,0,Apr,2010,WD,Normal
1600,120,RM,35.0,3907,Pave,IR1,HLS,3,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1989,1989,Gable,CompShg,HdBoard,HdBoard,0.0,3,TA,CBlock,4,3,Av,6,76.0,1,0.0,1115.0,1191.0,GasA,3,Y,SBrkr,1191,0,0,1191,0.0,0.0,2,0,2,1,3,5,7,1,Attchd,1989.0,1,2.0,531.0,3,3,2,112,81,0,0,0,0,0,Mar,2010,WD,Normal
1601,30,RM,58.0,8154,Pave,Reg,Lvl,3,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,5,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,TA,BrkTil,3,3,No,4,480.0,1,0.0,0.0,480.0,GasA,2,Y,SBrkr,540,0,0,540,0.0,0.0,1,0,1,1,2,4,7,0,Detchd,1951.0,1,1.0,200.0,2,2,0,0,0,0,0,0,0,0,Apr,2010,ConLw,Normal
1602,50,RM,50.0,9140,Pave,Reg,HLS,3,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1921,1975,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,TA,BrkTil,3,3,Mn,4,308.0,1,0.0,321.0,629.0,GasA,1,Y,SBrkr,727,380,0,1107,0.0,0.0,1,0,2,1,2,5,7,0,Detchd,1950.0,1,1.0,625.0,3,3,2,0,56,0,0,200,0,0,Apr,2010,COD,Normal
1603,30,C (all),66.0,8712,Grvl,Reg,Lvl,3,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,1,Fa,CBlock,3,3,No,1,0.0,1,0.0,756.0,756.0,GasA,3,Y,SBrkr,952,0,0,952,0.0,0.0,1,0,3,1,2,5,7,0,Detchd,1896.0,2,1.0,330.0,3,3,0,0,0,265,0,0,0,0,Jun,2010,WD,Alloca
1604,120,RM,44.0,3811,Pave,IR1,HLS,3,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,186.0,3,TA,PConc,5,3,Gd,6,1373.0,1,0.0,221.0,1594.0,GasA,4,Y,SBrkr,1646,0,0,1646,1.0,1.0,2,0,2,1,3,5,7,1,Attchd,2004.0,3,2.0,525.0,3,3,2,128,53,0,0,155,0,0,May,2010,WD,Normal
1605,60,RL,85.0,11050,Pave,Reg,Lvl,3,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,0.0,3,TA,PConc,4,3,No,6,615.0,1,0.0,434.0,1049.0,GasA,4,Y,SBrkr,1036,880,0,1916,1.0,0.0,2,1,3,1,3,8,7,1,Attchd,1998.0,1,3.0,741.0,3,3,2,0,70,0,0,0,0,0,May,2010,WD,Normal
1606,80,RL,74.0,9620,Pave,Reg,Lvl,3,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,7,1977,1977,Gable,CompShg,Plywood,Plywood,0.0,2,TA,CBlock,3,3,No,5,679.0,1,0.0,564.0,1243.0,GasA,2,Y,SBrkr,1285,0,0,1285,0.0,1.0,2,0,3,1,3,6,7,1,Attchd,1977.0,1,2.0,473.0,3,3,2,375,26,0,0,0,0,80,May,2010,WD,Normal
1607,90,RL,67.20569280343716,12760,Pave,IR1,Lvl,3,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,0.0,2,TA,CBlock,3,3,No,1,0.0,1,0.0,1958.0,1958.0,GasA,2,Y,SBrkr,2048,0,0,2048,0.0,0.0,3,0,5,2,2,9,7,0,2Types,1976.0,1,2.0,776.0,3,3,2,0,0,0,0,0,0,0,Mar,2010,ConLD,Normal
1608,20,RL,88.0,11896,Pave,IR1,Lvl,3,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,60.0,3,TA,PConc,4,3,No,6,78.0,1,0.0,1258.0,1336.0,GasA,4,Y,SBrkr,1346,0,0,1346,1.0,0.0,2,0,3,1,3,6,7,1,Attchd,2008.0,3,3.0,660.0,3,3,2,100,48,0,0,0,0,0,May,2010,WD,Normal
1609,20,RL,73.0,9803,Pave,Reg,Lvl,3,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,0.0,3,TA,PConc,4,3,No,1,0.0,1,0.0,1214.0,1214.0,GasA,4,Y,SBrkr,1214,0,0,1214,0.0,0.0,2,0,2,1,3,6,7,0,Attchd,2010.0,2,2.0,520.0,3,3,2,0,25,0,0,0,0,0,Jan,2010,New,Partial
1610,60,RL,73.0,9802,Pave,Reg,Lvl,3,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0.0,2,TA,PConc,4,3,No,1,0.0,1,0.0,384.0,384.0,GasA,3,Y,SBrkr,744,700,0,1444,0.0,0.0,2,1,3,1,2,7,7,0,BuiltIn,2007.0,3,2.0,400.0,3,3,2,100,0,0,0,0,0,0,Apr,2010,WD,Normal
